SaleID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,UnitListPrice,DiscountPct,UnitSalePrice,TotalSale,TotalCost,Profit,MarginPct,PaymentMethod,SaleChannel,ReturnFlag
VTA-0007755,20250416,82,50,6,3,210.24,20.0,168.19,504.57,404.52,100.05,19.83,Tarjeta Credito,Tienda Fisica,Si
VTA-0007756,20250416,160,25,12,1,75.49,0.0,75.49,75.49,53.74,21.75,28.81,Transferencia,Telefono,No
VTA-0007757,20250417,16,11,1,1,137.12,20.0,109.7,109.7,87.63,22.07,20.12,PayPal,Tienda Fisica,No
VTA-0007758,20250417,68,9,19,3,592.99,0.0,592.99,1778.97,1289.94,489.03,27.49,OXXO Pay,Telefono,No
VTA-0007759,20250418,51,12,15,1,118.73,5.0,112.79,112.79,73.96,38.83,34.43,Tarjeta Debito,App Movil,No
VTA-0007760,20250418,3,31,15,2,6.83,5.0,6.49,12.98,10.34,2.64,20.34,Efectivo,App Movil,No
VTA-0007761,20250418,51,10,12,1,350.93,0.0,350.93,350.93,267.86,83.07,23.67,Tarjeta Credito,Tienda Fisica,No
VTA-0007762,20250418,116,31,5,1,6.83,25.0,5.12,5.12,5.17,-0.05,-0.98,OXXO Pay,Online,No
VTA-0007763,20250418,50,22,10,1,172.53,0.0,172.53,172.53,116.5,56.03,32.48,Tarjeta Debito,Tienda Fisica,No
VTA-0007764,20250419,58,18,8,1,137.89,0.0,137.89,137.89,83.81,54.08,39.22,Tarjeta Debito,App Movil,No
VTA-0007765,20250419,68,26,19,1,129.39,20.0,103.51,103.51,82.81,20.7,20.0,Efectivo,Telefono,No
VTA-0007766,20250419,122,2,19,1,1044.13,30.0,730.89,730.89,700.92,29.97,4.1,PayPal,Telefono,No
VTA-0007767,20250419,178,17,7,1,108.44,25.0,81.33,81.33,64.09,17.24,21.2,Transferencia,Tienda Fisica,No
VTA-0007768,20250420,55,32,10,1,4.17,10.0,3.75,3.75,3.08,0.67,17.87,Tarjeta Debito,Online,No
VTA-0007769,20250421,19,14,8,1,142.59,30.0,99.81,99.81,89.6,10.21,10.23,Tarjeta Debito,App Movil,No
VTA-0007770,20250421,184,30,8,1,547.47,15.0,465.35,465.35,364.07,101.28,21.76,Tarjeta Credito,Online,No
VTA-0007771,20250421,198,36,8,1,7.47,0.0,7.47,7.47,5.99,1.48,19.81,PayPal,Telefono,No
VTA-0007772,20250421,3,35,5,2,22.04,0.0,22.04,44.08,32.5,11.58,26.27,OXXO Pay,App Movil,No
VTA-0007773,20250421,10,34,19,1,4.77,20.0,3.82,3.82,3.95,-0.13,-3.4,OXXO Pay,Telefono,No
VTA-0007774,20250421,183,3,12,1,530.38,25.0,397.78,397.78,370.42,27.36,6.88,Transferencia,Online,No
VTA-0007775,20250422,104,6,20,1,356.83,0.0,356.83,356.83,254.34,102.49,28.72,PayPal,Online,No
VTA-0007776,20250423,11,34,6,2,4.77,5.0,4.53,9.06,7.9,1.16,12.8,PayPal,Telefono,Si
VTA-0007777,20250423,183,6,2,1,356.83,10.0,321.15,321.15,254.34,66.81,20.8,OXXO Pay,Tienda Fisica,Si
VTA-0007778,20250423,125,17,19,3,108.44,0.0,108.44,325.32,192.27,133.05,40.9,PayPal,Telefono,No
VTA-0007779,20250423,178,25,18,1,75.49,0.0,75.49,75.49,53.74,21.75,28.81,Tarjeta Credito,Telefono,No
VTA-0007780,20250423,16,20,9,1,104.32,15.0,88.67,88.67,65.71,22.96,25.89,Tarjeta Debito,Tienda Fisica,No
VTA-0007781,20250423,68,42,16,1,400.59,25.0,300.44,300.44,266.21,34.23,11.39,Efectivo,Telefono,No
VTA-0007782,20250423,6,15,20,1,82.81,0.0,82.81,82.81,48.45,34.36,41.49,Transferencia,Online,No
VTA-0007783,20250424,11,21,18,2,457.01,20.0,365.61,731.22,648.32,82.9,11.34,OXXO Pay,App Movil,No
VTA-0007784,20250424,113,9,7,1,592.99,20.0,474.39,474.39,429.98,44.41,9.36,PayPal,App Movil,No
VTA-0007785,20250424,65,45,9,1,144.66,0.0,144.66,144.66,88.08,56.58,39.11,Transferencia,Telefono,Si
VTA-0007786,20250424,12,25,18,2,75.49,0.0,75.49,150.98,107.48,43.5,28.81,Efectivo,Online,No
VTA-0007787,20250424,124,24,2,1,101.94,0.0,101.94,101.94,67.27,34.67,34.01,Tarjeta Debito,App Movil,No
VTA-0007788,20250424,95,48,6,2,204.22,10.0,183.8,367.6,269.32,98.28,26.74,Transferencia,Tienda Fisica,No
VTA-0007789,20250424,2,36,18,1,7.47,20.0,5.98,5.98,5.99,-0.01,-0.17,Tarjeta Debito,Online,No
VTA-0007790,20250424,156,17,7,2,108.44,10.0,97.6,195.2,128.18,67.02,34.33,OXXO Pay,Tienda Fisica,No
VTA-0007791,20250424,118,22,12,2,172.53,25.0,129.4,258.8,233.0,25.8,9.97,Efectivo,App Movil,No
VTA-0007792,20250424,44,49,6,1,315.78,0.0,315.78,315.78,219.29,96.49,30.56,Tarjeta Credito,Online,No
VTA-0007793,20250424,163,31,7,1,6.83,0.0,6.83,6.83,5.17,1.66,24.3,PayPal,Telefono,Si
VTA-0007794,20250425,175,50,9,2,210.24,0.0,210.24,420.48,269.68,150.8,35.86,Efectivo,App Movil,No
VTA-0007795,20250425,39,14,13,2,142.59,0.0,142.59,285.18,179.2,105.98,37.16,OXXO Pay,App Movil,No
VTA-0007796,20250425,51,48,6,1,204.22,0.0,204.22,204.22,134.66,69.56,34.06,PayPal,Tienda Fisica,No
VTA-0007797,20250425,89,19,17,2,131.45,5.0,124.88,249.76,170.34,79.42,31.8,Transferencia,Telefono,Si
VTA-0007798,20250425,28,10,14,1,350.93,10.0,315.84,315.84,267.86,47.98,15.19,Transferencia,Telefono,No
VTA-0007799,20250426,110,26,12,3,129.39,15.0,109.98,329.94,248.43,81.51,24.7,OXXO Pay,Tienda Fisica,No
VTA-0007800,20250426,82,9,10,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,Tarjeta Debito,Telefono,No
VTA-0007801,20250426,57,4,17,1,727.14,30.0,509.0,509.0,525.94,-16.94,-3.33,Efectivo,Online,No
VTA-0007802,20250426,129,9,13,1,592.99,30.0,415.09,415.09,429.98,-14.89,-3.59,Tarjeta Credito,Online,No
VTA-0007803,20250426,32,28,2,1,549.83,25.0,412.37,412.37,361.85,50.52,12.25,Tarjeta Debito,App Movil,No
VTA-0007804,20250426,36,16,15,1,62.99,20.0,50.39,50.39,39.76,10.63,21.1,Tarjeta Debito,Telefono,Si
VTA-0007805,20250426,105,4,8,2,727.14,15.0,618.07,1236.14,1051.88,184.26,14.91,Tarjeta Credito,Tienda Fisica,No
VTA-0007806,20250426,153,12,11,4,118.73,0.0,118.73,474.92,295.84,179.08,37.71,Transferencia,App Movil,No
VTA-0007807,20250427,96,21,1,2,457.01,25.0,342.76,685.52,648.32,37.2,5.43,PayPal,App Movil,No
VTA-0007808,20250427,45,36,18,1,7.47,25.0,5.6,5.6,5.99,-0.39,-6.96,OXXO Pay,Telefono,Si
VTA-0007809,20250428,134,29,9,3,82.71,15.0,70.3,210.9,181.92,28.98,13.74,Transferencia,Tienda Fisica,No
VTA-0007810,20250428,166,14,4,2,142.59,5.0,135.46,270.92,179.2,91.72,33.86,OXXO Pay,App Movil,No
VTA-0007811,20250428,47,5,7,2,956.08,5.0,908.28,1816.56,1290.32,526.24,28.97,Tarjeta Debito,Online,No
VTA-0007812,20250428,129,12,2,1,118.73,0.0,118.73,118.73,73.96,44.77,37.71,Efectivo,Online,No
VTA-0007813,20250428,15,44,12,2,189.76,0.0,189.76,379.52,248.46,131.06,34.53,Transferencia,Tienda Fisica,No
VTA-0007814,20250428,155,40,9,4,14.65,0.0,14.65,58.6,42.2,16.4,27.99,Tarjeta Debito,App Movil,Si
VTA-0007815,20250429,7,7,6,2,843.52,30.0,590.46,1180.92,1191.02,-10.1,-0.86,OXXO Pay,App Movil,No
VTA-0007816,20250429,72,47,3,1,188.85,5.0,179.41,179.41,115.92,63.49,35.39,Efectivo,App Movil,No
VTA-0007817,20250429,137,29,20,1,82.71,20.0,66.17,66.17,60.64,5.53,8.36,OXXO Pay,Tienda Fisica,No
VTA-0007818,20250429,19,8,9,1,554.6,0.0,554.6,554.6,400.05,154.55,27.87,OXXO Pay,Online,No
VTA-0007819,20250429,176,26,4,1,129.39,10.0,116.45,116.45,82.81,33.64,28.89,Tarjeta Debito,Tienda Fisica,Si
VTA-0007820,20250429,22,45,14,1,144.66,0.0,144.66,144.66,88.08,56.58,39.11,Tarjeta Debito,Online,No
VTA-0007821,20250429,136,21,18,1,457.01,20.0,365.61,365.61,324.16,41.45,11.34,Tarjeta Debito,Tienda Fisica,No
VTA-0007822,20250429,190,34,13,1,4.77,5.0,4.53,4.53,3.95,0.58,12.8,Tarjeta Debito,Tienda Fisica,No
VTA-0007823,20250429,3,30,7,1,547.47,0.0,547.47,547.47,364.07,183.4,33.5,Efectivo,Tienda Fisica,No
VTA-0007824,20250429,195,5,7,1,956.08,20.0,764.86,764.86,645.16,119.7,15.65,Tarjeta Credito,App Movil,No
VTA-0007825,20250430,185,27,2,2,477.83,15.0,406.16,812.32,607.6,204.72,25.2,Tarjeta Debito,Tienda Fisica,No
VTA-0007826,20250430,62,14,6,2,142.59,15.0,121.2,242.4,179.2,63.2,26.07,OXXO Pay,Tienda Fisica,No
VTA-0007827,20250430,133,9,15,2,592.99,20.0,474.39,948.78,859.96,88.82,9.36,Efectivo,Tienda Fisica,No
VTA-0007828,20250430,196,3,20,4,530.38,30.0,371.27,1485.08,1481.68,3.4,0.23,Tarjeta Credito,Online,No
VTA-0007829,20250430,17,25,17,5,75.49,0.0,75.49,377.45,268.7,108.75,28.81,Efectivo,App Movil,No
VTA-0007830,20250430,75,15,9,1,82.81,30.0,57.97,57.97,48.45,9.52,16.42,OXXO Pay,Online,No
VTA-0007831,20250430,18,40,15,2,14.65,30.0,10.25,20.5,21.1,-0.6,-2.93,PayPal,Online,No
VTA-0007832,20250430,73,7,11,2,843.52,30.0,590.46,1180.92,1191.02,-10.1,-0.86,PayPal,Tienda Fisica,No
VTA-0007833,20250430,83,22,15,3,172.53,15.0,146.65,439.95,349.5,90.45,20.56,OXXO Pay,App Movil,No
VTA-0007834,20250430,81,27,18,1,477.83,0.0,477.83,477.83,303.8,174.03,36.42,Transferencia,App Movil,No
VTA-0007835,20250430,103,46,9,1,480.87,0.0,480.87,480.87,335.5,145.37,30.23,OXXO Pay,App Movil,No
VTA-0007836,20250501,66,37,13,1,11.8,15.0,10.03,10.03,8.53,1.5,14.96,Efectivo,Tienda Fisica,No
VTA-0007837,20250501,114,20,20,1,104.32,0.0,104.32,104.32,65.71,38.61,37.01,Transferencia,Telefono,No
VTA-0007838,20250501,38,39,20,3,25.39,15.0,21.58,64.74,53.61,11.13,17.19,Tarjeta Credito,Tienda Fisica,No
VTA-0007839,20250501,11,37,13,1,11.8,10.0,10.62,10.62,8.53,2.09,19.68,Tarjeta Debito,Telefono,No
VTA-0007840,20250501,155,45,12,1,144.66,0.0,144.66,144.66,88.08,56.58,39.11,PayPal,Online,No
VTA-0007841,20250501,117,25,13,1,75.49,0.0,75.49,75.49,53.74,21.75,28.81,Tarjeta Debito,Telefono,No
VTA-0007842,20250501,42,35,12,2,22.04,0.0,22.04,44.08,32.5,11.58,26.27,Tarjeta Debito,App Movil,No
VTA-0007843,20250502,132,19,12,2,131.45,10.0,118.3,236.6,170.34,66.26,28.01,Transferencia,App Movil,No
VTA-0007844,20250502,113,17,4,1,108.44,25.0,81.33,81.33,64.09,17.24,21.2,PayPal,Online,No
VTA-0007845,20250502,141,9,14,1,592.99,20.0,474.39,474.39,429.98,44.41,9.36,Transferencia,Telefono,No
VTA-0007846,20250502,111,40,3,1,14.65,30.0,10.25,10.25,10.55,-0.3,-2.93,Tarjeta Debito,App Movil,No
VTA-0007847,20250503,141,44,10,2,189.76,10.0,170.78,341.56,248.46,93.1,27.26,Transferencia,Tienda Fisica,No
VTA-0007848,20250503,17,23,18,1,126.32,10.0,113.69,113.69,92.36,21.33,18.76,PayPal,Tienda Fisica,No
VTA-0007849,20250503,171,24,16,2,101.94,30.0,71.36,142.72,134.54,8.18,5.73,Transferencia,Telefono,No
VTA-0007850,20250503,140,1,3,1,330.81,0.0,330.81,330.81,229.0,101.81,30.78,OXXO Pay,Tienda Fisica,No
VTA-0007851,20250503,57,12,11,2,118.73,30.0,83.11,166.22,147.92,18.3,11.01,Efectivo,App Movil,No
VTA-0007852,20250503,184,42,14,1,400.59,20.0,320.47,320.47,266.21,54.26,16.93,OXXO Pay,App Movil,No
VTA-0007853,20250504,104,34,19,1,4.77,10.0,4.29,4.29,3.95,0.34,7.93,OXXO Pay,App Movil,Si
VTA-0007854,20250504,115,39,7,1,25.39,25.0,19.04,19.04,17.87,1.17,6.14,Transferencia,App Movil,No
VTA-0007855,20250504,57,3,16,3,530.38,5.0,503.86,1511.58,1111.26,400.32,26.48,Transferencia,App Movil,No
VTA-0007856,20250504,113,4,6,1,727.14,25.0,545.36,545.36,525.94,19.42,3.56,Efectivo,Telefono,Si
VTA-0007857,20250504,102,46,7,1,480.87,30.0,336.61,336.61,335.5,1.11,0.33,OXXO Pay,Online,Si
VTA-0007858,20250504,26,9,20,2,592.99,30.0,415.09,830.18,859.96,-29.78,-3.59,Tarjeta Credito,Telefono,No
VTA-0007859,20250504,106,45,10,2,144.66,20.0,115.73,231.46,176.16,55.3,23.89,Tarjeta Debito,Online,No
VTA-0007860,20250504,163,21,6,1,457.01,20.0,365.61,365.61,324.16,41.45,11.34,PayPal,Tienda Fisica,No
VTA-0007861,20250504,53,11,15,2,137.12,0.0,137.12,274.24,175.26,98.98,36.09,Transferencia,Telefono,No
VTA-0007862,20250504,163,39,10,1,25.39,5.0,24.12,24.12,17.87,6.25,25.91,Transferencia,Online,No
VTA-0007863,20250504,35,49,10,1,315.78,30.0,221.05,221.05,219.29,1.76,0.8,Tarjeta Debito,Telefono,No
VTA-0007864,20250504,26,41,18,1,348.99,0.0,348.99,348.99,244.08,104.91,30.06,Tarjeta Credito,App Movil,No
VTA-0007865,20250504,148,9,16,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,Tarjeta Debito,App Movil,No
VTA-0007866,20250504,64,17,4,2,108.44,0.0,108.44,216.88,128.18,88.7,40.9,Transferencia,App Movil,No
VTA-0007867,20250504,136,9,10,1,592.99,0.0,592.99,592.99,429.98,163.01,27.49,PayPal,Telefono,No
VTA-0007868,20250505,54,41,19,1,348.99,10.0,314.09,314.09,244.08,70.01,22.29,Tarjeta Debito,Telefono,No
VTA-0007869,20250505,45,6,3,1,356.83,15.0,303.31,303.31,254.34,48.97,16.15,Efectivo,Tienda Fisica,No
VTA-0007870,20250505,155,5,2,1,956.08,0.0,956.08,956.08,645.16,310.92,32.52,OXXO Pay,Telefono,No
VTA-0007871,20250505,196,21,4,2,457.01,0.0,457.01,914.02,648.32,265.7,29.07,PayPal,Tienda Fisica,Si
VTA-0007872,20250506,125,37,4,1,11.8,0.0,11.8,11.8,8.53,3.27,27.71,OXXO Pay,Telefono,No
VTA-0007873,20250506,57,9,20,1,592.99,20.0,474.39,474.39,429.98,44.41,9.36,PayPal,Tienda Fisica,No
VTA-0007874,20250506,159,22,7,2,172.53,25.0,129.4,258.8,233.0,25.8,9.97,Efectivo,Online,No
VTA-0007875,20250507,8,39,13,1,25.39,5.0,24.12,24.12,17.87,6.25,25.91,Efectivo,App Movil,No
VTA-0007876,20250507,148,6,9,2,356.83,0.0,356.83,713.66,508.68,204.98,28.72,PayPal,Tienda Fisica,No
VTA-0007877,20250507,118,47,3,2,188.85,20.0,151.08,302.16,231.84,70.32,23.27,Tarjeta Credito,App Movil,No
VTA-0007878,20250507,167,4,9,1,727.14,0.0,727.14,727.14,525.94,201.2,27.67,Efectivo,Tienda Fisica,No
VTA-0007879,20250507,67,2,19,2,1044.13,25.0,783.1,1566.2,1401.84,164.36,10.49,Tarjeta Debito,Telefono,Si
VTA-0007880,20250508,39,7,8,4,843.52,15.0,716.99,2867.96,2382.04,485.92,16.94,OXXO Pay,App Movil,No
VTA-0007881,20250508,161,17,11,1,108.44,10.0,97.6,97.6,64.09,33.51,34.33,PayPal,Online,No
VTA-0007882,20250508,183,17,18,2,108.44,0.0,108.44,216.88,128.18,88.7,40.9,Tarjeta Credito,App Movil,No
VTA-0007883,20250509,189,6,8,1,356.83,30.0,249.78,249.78,254.34,-4.56,-1.83,Efectivo,Telefono,No
VTA-0007884,20250509,193,28,7,1,549.83,25.0,412.37,412.37,361.85,50.52,12.25,OXXO Pay,Tienda Fisica,No
VTA-0007885,20250509,192,47,14,1,188.85,10.0,169.97,169.97,115.92,54.05,31.8,Tarjeta Credito,App Movil,No
VTA-0007886,20250509,160,1,9,2,330.81,25.0,248.11,496.22,458.0,38.22,7.7,Tarjeta Credito,Tienda Fisica,No
VTA-0007887,20250510,140,22,10,3,172.53,0.0,172.53,517.59,349.5,168.09,32.48,PayPal,Telefono,No
VTA-0007888,20250510,5,41,20,1,348.99,0.0,348.99,348.99,244.08,104.91,30.06,OXXO Pay,Online,No
VTA-0007889,20250510,143,37,8,2,11.8,0.0,11.8,23.6,17.06,6.54,27.71,OXXO Pay,Online,No
VTA-0007890,20250510,27,12,18,1,118.73,10.0,106.86,106.86,73.96,32.9,30.79,Tarjeta Debito,Tienda Fisica,No
VTA-0007891,20250510,126,41,8,2,348.99,5.0,331.54,663.08,488.16,174.92,26.38,OXXO Pay,App Movil,Si
VTA-0007892,20250510,4,28,11,1,549.83,10.0,494.85,494.85,361.85,133.0,26.88,Tarjeta Debito,Online,No
VTA-0007893,20250510,188,10,3,2,350.93,0.0,350.93,701.86,535.72,166.14,23.67,Transferencia,Online,Si
VTA-0007894,20250510,40,13,5,2,128.52,15.0,109.24,218.48,155.62,62.86,28.77,OXXO Pay,Online,No
VTA-0007895,20250510,77,38,18,1,15.02,15.0,12.77,12.77,10.6,2.17,16.99,Tarjeta Debito,Tienda Fisica,No
VTA-0007896,20250510,93,13,6,3,128.52,20.0,102.82,308.46,233.43,75.03,24.32,Transferencia,Telefono,No
VTA-0007897,20250510,19,8,3,2,554.6,0.0,554.6,1109.2,800.1,309.1,27.87,PayPal,Online,No
VTA-0007898,20250510,155,16,15,4,62.99,0.0,62.99,251.96,159.04,92.92,36.88,Efectivo,Tienda Fisica,Si
VTA-0007899,20250511,64,33,4,1,4.47,0.0,4.47,4.47,3.59,0.88,19.69,Tarjeta Credito,App Movil,No
VTA-0007900,20250511,69,11,8,1,137.12,25.0,102.84,102.84,87.63,15.21,14.79,Tarjeta Debito,Telefono,No
VTA-0007901,20250511,100,29,5,1,82.71,10.0,74.44,74.44,60.64,13.8,18.54,Efectivo,Tienda Fisica,No
VTA-0007902,20250511,43,22,14,1,172.53,0.0,172.53,172.53,116.5,56.03,32.48,Transferencia,Telefono,No
VTA-0007903,20250511,173,5,1,1,956.08,0.0,956.08,956.08,645.16,310.92,32.52,PayPal,Telefono,No
VTA-0007904,20250511,172,35,3,1,22.04,30.0,15.43,15.43,16.25,-0.82,-5.31,PayPal,Tienda Fisica,Si
VTA-0007905,20250511,16,30,5,1,547.47,0.0,547.47,547.47,364.07,183.4,33.5,Transferencia,Online,No
VTA-0007906,20250511,44,30,8,1,547.47,10.0,492.72,492.72,364.07,128.65,26.11,OXXO Pay,Online,Si
VTA-0007907,20250512,69,45,13,1,144.66,0.0,144.66,144.66,88.08,56.58,39.11,Tarjeta Credito,Online,Si
VTA-0007908,20250512,131,13,3,4,128.52,0.0,128.52,514.08,311.24,202.84,39.46,Tarjeta Debito,App Movil,No
VTA-0007909,20250512,40,34,15,1,4.77,25.0,3.58,3.58,3.95,-0.37,-10.34,Efectivo,Telefono,No
VTA-0007910,20250512,189,41,7,1,348.99,5.0,331.54,331.54,244.08,87.46,26.38,OXXO Pay,Tienda Fisica,No
VTA-0007911,20250512,60,15,6,1,82.81,0.0,82.81,82.81,48.45,34.36,41.49,PayPal,Online,No
VTA-0007912,20250512,88,26,5,1,129.39,0.0,129.39,129.39,82.81,46.58,36.0,Tarjeta Credito,App Movil,No
VTA-0007913,20250512,63,33,19,1,4.47,0.0,4.47,4.47,3.59,0.88,19.69,OXXO Pay,Telefono,No
VTA-0007914,20250512,151,36,8,1,7.47,30.0,5.23,5.23,5.99,-0.76,-14.53,Tarjeta Debito,Tienda Fisica,No
VTA-0007915,20250512,158,48,8,1,204.22,10.0,183.8,183.8,134.66,49.14,26.74,OXXO Pay,App Movil,No
VTA-0007916,20250512,132,32,4,1,4.17,25.0,3.13,3.13,3.08,0.05,1.6,Tarjeta Credito,Tienda Fisica,No
VTA-0007917,20250512,64,50,5,1,210.24,0.0,210.24,210.24,134.84,75.4,35.86,Tarjeta Credito,Telefono,No
VTA-0007918,20250513,71,33,1,2,4.47,30.0,3.13,6.26,7.18,-0.92,-14.7,Efectivo,Tienda Fisica,No
VTA-0007919,20250513,53,6,9,1,356.83,0.0,356.83,356.83,254.34,102.49,28.72,Efectivo,App Movil,No
VTA-0007920,20250513,57,1,2,2,330.81,25.0,248.11,496.22,458.0,38.22,7.7,Transferencia,Online,No
VTA-0007921,20250513,83,25,3,4,75.49,10.0,67.94,271.76,214.96,56.8,20.9,Tarjeta Debito,Online,Si
VTA-0007922,20250513,190,3,3,1,530.38,25.0,397.78,397.78,370.42,27.36,6.88,Transferencia,App Movil,No
VTA-0007923,20250513,191,5,17,1,956.08,15.0,812.67,812.67,645.16,167.51,20.61,Efectivo,Online,No
VTA-0007924,20250513,134,16,19,1,62.99,15.0,53.54,53.54,39.76,13.78,25.74,Tarjeta Debito,Online,No
VTA-0007925,20250513,141,39,12,2,25.39,0.0,25.39,50.78,35.74,15.04,29.62,PayPal,Tienda Fisica,No
VTA-0007926,20250513,4,14,20,1,142.59,0.0,142.59,142.59,89.6,52.99,37.16,Tarjeta Debito,Telefono,No
VTA-0007927,20250513,188,25,5,1,75.49,20.0,60.39,60.39,53.74,6.65,11.01,Tarjeta Debito,Telefono,No
VTA-0007928,20250514,171,37,3,1,11.8,25.0,8.85,8.85,8.53,0.32,3.62,OXXO Pay,App Movil,No
VTA-0007929,20250514,197,1,16,1,330.81,25.0,248.11,248.11,229.0,19.11,7.7,Transferencia,App Movil,No
VTA-0007930,20250514,189,38,5,1,15.02,0.0,15.02,15.02,10.6,4.42,29.43,Tarjeta Credito,Telefono,No
VTA-0007931,20250514,182,8,10,1,554.6,0.0,554.6,554.6,400.05,154.55,27.87,Efectivo,Telefono,Si
VTA-0007932,20250514,197,47,3,1,188.85,10.0,169.97,169.97,115.92,54.05,31.8,Tarjeta Credito,Telefono,No
VTA-0007933,20250514,115,29,14,2,82.71,20.0,66.17,132.34,121.28,11.06,8.36,Tarjeta Credito,App Movil,No
VTA-0007934,20250514,15,24,3,2,101.94,30.0,71.36,142.72,134.54,8.18,5.73,PayPal,Telefono,No
VTA-0007935,20250514,119,38,12,2,15.02,25.0,11.27,22.54,21.2,1.34,5.94,OXXO Pay,Tienda Fisica,No
VTA-0007936,20250514,80,17,16,1,108.44,0.0,108.44,108.44,64.09,44.35,40.9,Efectivo,Tienda Fisica,Si
VTA-0007937,20250515,145,25,11,1,75.49,0.0,75.49,75.49,53.74,21.75,28.81,PayPal,App Movil,No
VTA-0007938,20250515,38,6,19,2,356.83,0.0,356.83,713.66,508.68,204.98,28.72,Tarjeta Credito,Telefono,No
VTA-0007939,20250515,194,50,10,1,210.24,20.0,168.19,168.19,134.84,33.35,19.83,Efectivo,Online,No
VTA-0007940,20250515,127,8,4,1,554.6,30.0,388.22,388.22,400.05,-11.83,-3.05,PayPal,App Movil,No
VTA-0007941,20250515,46,22,10,1,172.53,15.0,146.65,146.65,116.5,30.15,20.56,Tarjeta Debito,Telefono,No
VTA-0007942,20250515,127,34,17,1,4.77,0.0,4.77,4.77,3.95,0.82,17.19,OXXO Pay,Online,No
VTA-0007943,20250515,76,40,9,2,14.65,25.0,10.99,21.98,21.1,0.88,4.0,Efectivo,Tienda Fisica,Si
VTA-0007944,20250515,155,14,5,1,142.59,0.0,142.59,142.59,89.6,52.99,37.16,OXXO Pay,Tienda Fisica,Si
VTA-0007945,20250515,12,28,12,2,549.83,20.0,439.86,879.72,723.7,156.02,17.74,Transferencia,App Movil,No
VTA-0007946,20250515,60,42,13,2,400.59,0.0,400.59,801.18,532.42,268.76,33.55,OXXO Pay,Online,No
VTA-0007947,20250515,37,11,16,1,137.12,20.0,109.7,109.7,87.63,22.07,20.12,Transferencia,App Movil,No
VTA-0007948,20250516,82,36,5,1,7.47,0.0,7.47,7.47,5.99,1.48,19.81,Tarjeta Debito,Telefono,No
VTA-0007949,20250516,118,27,6,1,477.83,30.0,334.48,334.48,303.8,30.68,9.17,OXXO Pay,Tienda Fisica,No
VTA-0007950,20250516,80,32,8,1,4.17,0.0,4.17,4.17,3.08,1.09,26.14,Transferencia,Telefono,No
VTA-0007951,20250516,32,29,7,2,82.71,25.0,62.03,124.06,121.28,2.78,2.24,Efectivo,Online,No
VTA-0007952,20250516,75,35,16,3,22.04,0.0,22.04,66.12,48.75,17.37,26.27,Tarjeta Debito,App Movil,No
VTA-0007953,20250517,76,23,8,1,126.32,30.0,88.42,88.42,92.36,-3.94,-4.46,Tarjeta Debito,Online,No
VTA-0007954,20250517,107,1,5,2,330.81,30.0,231.57,463.14,458.0,5.14,1.11,Transferencia,Online,No
VTA-0007955,20250517,178,35,12,2,22.04,0.0,22.04,44.08,32.5,11.58,26.27,Tarjeta Debito,Telefono,No
VTA-0007956,20250517,196,25,13,1,75.49,0.0,75.49,75.49,53.74,21.75,28.81,Tarjeta Debito,App Movil,Si
VTA-0007957,20250517,84,23,15,1,126.32,5.0,120.0,120.0,92.36,27.64,23.03,Tarjeta Debito,App Movil,No
VTA-0007958,20250517,75,44,16,2,189.76,5.0,180.27,360.54,248.46,112.08,31.09,PayPal,Telefono,No
VTA-0007959,20250517,39,18,19,2,137.89,0.0,137.89,275.78,167.62,108.16,39.22,OXXO Pay,App Movil,Si
VTA-0007960,20250518,72,17,13,1,108.44,0.0,108.44,108.44,64.09,44.35,40.9,Tarjeta Debito,App Movil,No
VTA-0007961,20250518,54,20,14,1,104.32,0.0,104.32,104.32,65.71,38.61,37.01,Transferencia,Telefono,Si
VTA-0007962,20250518,128,25,1,2,75.49,5.0,71.72,143.44,107.48,35.96,25.07,Transferencia,Telefono,No
VTA-0007963,20250518,149,47,14,1,188.85,0.0,188.85,188.85,115.92,72.93,38.62,Transferencia,Telefono,No
VTA-0007964,20250518,25,16,9,1,62.99,0.0,62.99,62.99,39.76,23.23,36.88,Tarjeta Credito,Online,Si
VTA-0007965,20250518,66,11,16,1,137.12,0.0,137.12,137.12,87.63,49.49,36.09,Tarjeta Credito,Tienda Fisica,Si
VTA-0007966,20250518,41,32,16,1,4.17,0.0,4.17,4.17,3.08,1.09,26.14,Transferencia,Telefono,Si
VTA-0007967,20250518,98,26,1,1,129.39,0.0,129.39,129.39,82.81,46.58,36.0,Transferencia,Online,No
VTA-0007968,20250518,133,8,5,1,554.6,0.0,554.6,554.6,400.05,154.55,27.87,OXXO Pay,Online,Si
VTA-0007969,20250518,180,22,11,1,172.53,5.0,163.9,163.9,116.5,47.4,28.92,Transferencia,Tienda Fisica,No
VTA-0007970,20250519,25,6,12,1,356.83,0.0,356.83,356.83,254.34,102.49,28.72,OXXO Pay,App Movil,Si
VTA-0007971,20250519,156,48,7,2,204.22,5.0,194.01,388.02,269.32,118.7,30.59,Tarjeta Credito,Online,No
VTA-0007972,20250519,17,46,13,2,480.87,0.0,480.87,961.74,671.0,290.74,30.23,PayPal,Online,No
